word	raw_rating	conc_aligned
贷款	1.826	4.174
当众	2.913	3.087
倒立	1.870	4.130
舵手	1.435	4.565
发令	2.522	3.478
饭盒	1.130	4.870
飞驰	3.130	2.870
吩咐	2.739	3.261
粉碎	2.478	3.522
封地	2.524	3.476
疯狗	2.087	3.913
父老	2.130	3.870
赋诗	2.609	3.391
盖章	1.696	4.304
敢于	3.565	2.435
感冒	1.565	4.435
感染	2.348	3.652
港口	1.435	4.565
歌颂	3.130	2.870
供词	2.304	3.696
龟缩	3.500	2.500
好胜	3.391	2.609
合法	2.652	3.348
核实	2.870	3.130
黑洞	2.609	3.391
虹膜	2.364	3.636
湖畔	1.609	4.391
糊涂	3.364	2.636
换人	2.304	3.696
恍如	4.045	1.955
回路	3.000	3.000
火炬	1.304	4.696
饥荒	2.130	3.870
基准	2.913	3.087
集中	2.913	3.087
伎俩	3.391	2.609
佳丽	2.913	3.087
建设	2.565	3.435
剑客	1.870	4.130
脚步	1.739	4.261
叫卖	2.348	3.652
接近	2.696	3.304
精彩	3.087	2.913
楷模	2.652	3.348
砍伐	2.043	3.957
看待	3.087	2.913
刻画	2.609	3.391
恐怖	3.696	2.304
拉面	1.304	4.696
蓝本	2.955	3.045
牢固	3.130	2.870
冷笑	2.571	3.429
冷战	3.000	3.000
离别	2.478	3.522
礼金	1.522	4.478
例行	3.174	2.826
秘诀	2.727	3.273
描述	3.136	2.864
牧童	1.391	4.609
牧羊	1.478	4.522
浓烟	1.609	4.391
炮轰	2.455	3.545
琵琶	1.348	4.652
齐整	2.909	3.091
起誓	3.091	2.909
浅黄	2.045	3.955
求助	2.783	3.217
任务	2.364	3.636
荣耀	3.261	2.739
沙滩	1.227	4.773
晌午	2.261	3.739
水井	1.087	4.913
搜身	2.217	3.783
夙敌	3.238	2.762
唆使	3.478	2.522
所在	2.905	3.095
台上	1.957	4.043
贪欲	3.500	2.500
叹气	2.227	3.773
腾空	3.130	2.870
贴切	3.273	2.727
偷渡	2.087	3.913
颓废	3.565	2.435
退隐	3.136	2.864
外交	2.478	3.522
外科	2.174	3.826
五行	3.087	2.913
馅饼	1.409	4.591
效率	3.130	2.870
写作	2.130	3.870
休想	3.476	2.524
修甲	1.783	4.217
选项	2.545	3.455
宴会	1.522	4.478
验证	2.739	3.261
秧苗	1.391	4.609
仰望	2.818	3.182
夜色	2.435	3.565
已婚	1.739	4.261
愠怒	3.435	2.565
增进	3.227	2.773
这种	3.450	2.550
蔗糖	1.261	4.739
桎梏	3.500	2.500
瞩目	3.478	2.522
驻扎	2.739	3.261
祝贺	2.652	3.348
专用	2.783	3.217
撞车	1.783	4.217
锥形	1.826	4.174
字迹	1.826	4.174
爱好	2.885	3.115
凹凸	2.538	3.462
斑鸠	1.462	4.538
悲伤	2.923	3.077
背负	3.696	2.304
笨拙	3.077	2.923
宾馆	1.538	4.462
补考	2.115	3.885
哺乳	1.769	4.231
裁剪	2.040	3.960
采摘	1.923	4.077
出版	2.654	3.346
出去	2.538	3.462
初衷	3.920	2.080
雏鸟	1.654	4.346
捶背	1.500	4.500
纯情	3.923	2.077
翠玉	2.160	3.840
打蜡	2.042	3.958
蛋壳	1.385	4.615
瞪视	2.600	3.400
吊销	2.692	3.308
定论	3.417	2.583
独居	2.038	3.962
队长	2.038	3.962
发誓	3.346	2.654
废物	3.292	2.708
风纪	3.905	2.095
干柴	1.875	4.125
隔绝	3.692	2.308
公事	2.808	3.192
巩固	3.500	2.500
够用	3.417	2.583
谷物	1.962	4.038
骨科	1.846	4.154
光彩	3.520	2.480
广告	2.923	3.077
聒噪	3.522	2.478
害怕	3.308	2.692
行乞	2.462	3.538
后备	3.455	2.545
互助	2.962	3.038
缓冲	3.320	2.680
唤醒	2.833	3.167
羁留	3.476	2.524
极端	3.885	2.115
尖峰	3.125	2.875
降服	3.538	2.462
郊外	2.423	3.577
焦点	3.269	2.731
街头	2.154	3.846
静脉	2.000	4.000
就绪	3.417	2.583
举世	3.750	2.250
考古	2.346	3.654
拷问	2.880	3.120
快速	3.077	2.923
狂妄	3.731	2.269
狼藉	3.520	2.480
类别	3.080	2.920
恋爱	3.269	2.731
锣鼓	1.346	4.654
麻油	1.231	4.769
莽撞	3.115	2.885
名气	3.440	2.560
目录	2.077	3.923
目送	3.000	3.000
沐浴	1.808	4.192
内疚	3.615	2.385
内战	2.800	3.200
牌九	2.348	3.652
膀胱	1.346	4.654
齐声	3.000	3.000
强暴	2.640	3.360
强调	3.440	2.560
抢劫	1.962	4.038
青年	2.154	3.846
软垫	1.885	4.115
尚武	3.143	2.857
少数	2.769	3.231
射击	1.885	4.115
失血	2.308	3.692
时势	4.000	2.000
诉苦	2.885	3.115
所谓	4.182	1.818
锁匠	1.654	4.346
体检	2.308	3.692
替身	2.385	3.615
调解	3.000	3.000
停止	2.200	3.800
投诉	2.885	3.115
完蛋	3.750	2.250
旺盛	3.462	2.538
违抗	3.154	2.846
伪善	3.692	2.308
误差	3.120	2.880
夕照	2.952	3.048
西医	1.923	4.077
线圈	2.308	3.692
宪兵	1.923	4.077
献身	3.333	2.667
写实	3.115	2.885
心跳	1.962	4.038
心仪	3.846	2.154
宣扬	3.480	2.520
衍变	4.280	1.720
椅子	1.231	4.769
永世	3.957	2.043
优待	3.577	2.423
油墨	1.808	4.192
元老	2.538	3.462
早操	1.846	4.154
蚱蜢	1.360	4.640
摘录	2.692	3.308
辗转	3.846	2.154
湛蓝	2.708	3.292
招待	2.654	3.346
制止	2.440	3.560
中国	1.615	4.385
专一	3.154	2.846
壮观	3.577	2.423
卓越	3.731	2.269
自己	1.846	4.154
昨天	2.077	3.923
暗喻	4.360	1.640
毙命	2.538	3.462
材料	2.583	3.417
菜刀	1.231	4.769
糙米	1.462	4.538
差距	3.538	2.462
馋嘴	3.000	3.000
迟到	2.346	3.654
垂涎	3.577	2.423
刺绣	1.769	4.231
带路	2.391	3.609
待业	2.654	3.346
德国	1.538	4.462
订金	2.577	3.423
冬菇	1.308	4.692
段落	2.808	3.192
队员	2.115	3.885
法国	1.500	4.500
仿古	3.115	2.885
纺织	2.120	3.880
费时	3.400	2.600
风化	3.667	2.333
风能	2.720	3.280
凤梨	1.500	4.500
浮夸	4.154	1.846
概括	4.000	2.000
稿费	1.731	4.269
功效	3.154	2.846
估计	3.800	2.200
鼓励	3.308	2.692
光线	2.462	3.538
归依	3.960	2.040
过分	3.577	2.423
号召	3.615	2.385
河马	1.423	4.577
候补	2.962	3.038
怀念	3.923	2.077
缓和	3.615	2.385
火星	1.720	4.280
饥饿	2.654	3.346
积木	1.654	4.346
集邮	1.880	4.120
焦土	2.522	3.478
脚印	1.615	4.385
境外	2.923	3.077
局势	3.692	2.308
聚积	3.348	2.652
课堂	1.885	4.115
控诉	3.038	2.962
狂热	4.000	2.000
傀儡	3.077	2.923
了得	4.043	1.957
廉洁	3.115	2.885
脸孔	2.115	3.885
零售	2.269	3.731
陆战	2.400	3.600
律师	1.654	4.346
埋没	3.440	2.560
闹钟	1.269	4.731
泥土	1.308	4.692
逆境	3.885	2.115
牛奶	1.308	4.692
牛棚	1.308	4.692
蹒跚	3.577	2.423
泡影	3.962	2.038
炮仗	1.880	4.120
剖析	3.920	2.080
谱写	3.346	2.654
轻易	3.600	2.400
倾向	4.080	1.920
全部	3.160	2.840
泉眼	1.846	4.154
热身	2.885	3.115
忍受	3.654	2.346
容纳	3.560	2.440
赛事	2.269	3.731
舌头	1.308	4.692
尸骸	1.615	4.385
失实	3.708	2.292
施工	2.538	3.462
石膏	1.577	4.423
时机	3.960	2.040
实用	3.615	2.385
手掌	1.346	4.654
水货	3.042	2.958
水域	2.692	3.308
私奔	3.240	2.760
斯文	3.769	2.231
随从	3.000	3.000
锁定	3.440	2.560
甜品	2.038	3.962
跳跃	2.692	3.308
通风	2.792	3.208
头胎	2.280	3.720
无限	4.231	1.769
五百	1.708	4.292
洗手	1.500	4.500
下跌	2.885	3.115
相遇	3.154	2.846
香槟	1.423	4.577
襄助	3.762	2.238
谐音	3.154	2.846
嗅觉	2.308	3.692
学生	1.615	4.385
押运	2.760	3.240
以前	3.577	2.423
因果	4.115	1.885
音乐	2.231	3.769
营运	3.538	2.462
硬拼	3.458	2.542
庸碌	3.885	2.115
犹豫	3.920	2.080
渊源	4.154	1.846
砸碎	2.375	3.625
摘取	2.600	3.400
蟑螂	1.308	4.692
长进	3.760	2.240
忠心	3.846	2.154
种子	1.920	4.080
祝寿	2.692	3.308
转变	3.654	2.346
捉奸	2.680	3.320
作曲	2.077	3.923
哀伤	3.000	3.000
安危	3.375	2.625
败北	2.609	3.391
邦交	2.850	3.150
棒球	1.167	4.833
保存	2.333	3.667
抱负	3.458	2.542
碧绿	2.375	3.625
壁画	1.333	4.667
不快	2.913	3.087
不能	1.913	4.087
布匹	1.500	4.500
参数	2.875	3.125
车票	1.250	4.750
炽热	3.208	2.792
打印	1.708	4.292
道谢	2.167	3.833
等同	2.783	3.217
点头	1.500	4.500
电疗	2.292	3.708
都行	3.238	2.762
对角	2.583	3.417
多谢	2.292	3.708
恶化	2.833	3.167
飞逝	4.043	1.957
分居	1.875	4.125
肤色	1.625	4.375
附近	2.958	3.042
富有	2.792	3.208
岗位	1.875	4.125
歌剧	1.667	4.333
各人	2.750	3.250
沟通	2.792	3.208
海沟	2.292	3.708
海水	1.417	4.583
黑豹	1.375	4.625
红娘	2.083	3.917
宏伟	3.565	2.435
蝴蝶	1.125	4.875
幻灯	2.304	3.696
汇款	1.417	4.583
活力	3.292	2.708
基金	1.792	4.208
既定	3.545	2.455
荚果	2.182	3.818
假想	3.783	2.217
驾照	1.167	4.833
轿夫	1.542	4.458
教授	1.458	4.542
接纳	3.042	2.958
境地	3.667	2.333
坑洞	2.227	3.773
宽限	3.333	2.667
懒惰	2.917	3.083
良知	3.458	2.542
邻座	1.875	4.125
另外	3.227	2.773
录像	1.583	4.417
满足	3.375	2.625
冒失	3.500	2.500
每逢	3.208	2.792
弥撒	3.200	2.800
勉励	3.625	2.375
名人	2.000	4.000
目击	1.917	4.083
牧场	1.417	4.583
评审	2.625	3.375
破例	2.696	3.304
谦虚	2.917	3.083
强权	3.250	2.750
确认	2.500	3.500
乳猪	1.250	4.750
丧失	3.000	3.000
砂砾	1.826	4.174
傻笑	2.000	4.000
伤害	2.958	3.042
神殿	2.708	3.292
食宿	1.917	4.083
视力	1.625	4.375
适应	3.083	2.917
室温	2.208	3.792
书展	1.542	4.458
述职	2.917	3.083
水桶	1.167	4.833
搜寻	2.625	3.375
谈论	2.958	3.042
疼痛	2.375	3.625
天坛	2.208	3.792
停战	2.375	3.625
通信	2.542	3.458
途径	3.542	2.458
吐血	1.875	4.125
驼峰	1.625	4.375
瓦砾	1.792	4.208
晚报	1.625	4.375
晚年	2.875	3.125
王牌	2.833	3.167
闻讯	2.955	3.045
西岸	2.261	3.739
先祖	2.500	3.500
掀起	2.545	3.455
相信	2.750	3.250
写意	4.083	1.917
欣慰	3.458	2.542
形态	3.292	2.708
凶险	3.333	2.667
穴位	2.042	3.958
血癌	1.750	4.250
颜料	1.667	4.333
要闻	2.417	3.583
以便	3.476	2.524
艺人	1.792	4.208
引荐	2.792	3.208
冤家	3.042	2.958
月台	1.739	4.261
展出	2.292	3.708
肇事	2.708	3.292
正负	2.750	3.250
直译	2.391	3.609
钟声	1.542	4.458
周转	3.208	2.792
走读	2.478	3.522
左手	1.125	4.875
做梦	2.542	3.458
白饭	1.708	4.292
抱歉	2.792	3.208
本领	3.000	3.000
鼻涕	1.208	4.792
辨认	2.917	3.083
菠菜	1.042	4.958
不够	3.682	2.318
参见	3.000	3.000
残杀	2.783	3.217
拆解	3.000	3.000
成果	2.792	3.208
斥责	2.917	3.083
酬劳	1.958	4.042
除夕	1.333	4.667
词典	1.292	4.708
当代	2.696	3.304
党羽	3.083	2.917
电梯	1.375	4.625
凋谢	2.833	3.167
懂事	3.292	2.708
动荡	3.458	2.542
耳鸣	2.042	3.958
分贝	2.417	3.583
服侍	2.913	3.087
复原	3.087	2.913
构思	4.083	1.917
顾问	2.375	3.625
龟裂	2.636	3.364
还击	2.870	3.130
和好	2.750	3.250
后母	1.500	4.500
坏账	2.087	3.913
黄昏	1.917	4.083
际遇	3.826	2.174
见证	3.000	3.000
健身	1.667	4.333
进食	1.792	4.208
禁忌	2.792	3.208
惊人	3.348	2.652
狙击	2.500	3.500
居心	3.739	2.261
抉择	3.375	2.625
开市	3.130	2.870
刊载	2.545	3.455
恐慌	3.250	2.750
乐器	1.870	4.130
黎明	2.217	3.783
里边	2.458	3.542
理财	2.583	3.417
弥留	3.292	2.708
棉花	1.167	4.833
默许	2.870	3.130
浓厚	3.636	2.364
偶数	2.083	3.917
叛徒	2.167	3.833
配戴	2.333	3.667
配偶	1.333	4.667
屏息	2.739	3.261
破产	2.375	3.625
齐全	2.783	3.217
契合	3.583	2.417
枪手	2.000	4.000
悄悄	3.478	2.522
桥墩	1.375	4.625
切实	3.636	2.364
囚车	1.583	4.417
囚犯	1.333	4.667
球技	3.174	2.826
全场	2.348	3.652
群体	2.826	3.174
善终	3.455	2.545
生路	3.542	2.458
声母	2.043	3.957
牲畜	1.870	4.130
失声	2.542	3.458
失业	1.750	4.250
实况	2.625	3.375
似乎	3.800	2.200
事业	3.130	2.870
侍候	2.625	3.375
誓死	3.583	2.417
鼠辈	3.458	2.542
数值	2.375	3.625
水分	2.417	3.583
水印	1.750	4.250
睡觉	1.250	4.750
顺应	3.250	2.750
酥软	3.167	2.833
塔尖	1.958	4.042
袒露	3.087	2.913
调皮	3.130	2.870
尾巴	1.652	4.348
无法	3.333	2.667
无聊	3.417	2.583
无疑	3.455	2.545
吓人	3.208	2.792
先机	3.870	2.130
显影	3.545	2.455
谢幕	2.348	3.652
渲染	3.792	2.208
依赖	3.292	2.708
艺术	3.417	2.583
异常	3.750	2.250
意外	3.208	2.792
勇气	3.609	2.391
友爱	3.250	2.750
有趣	3.292	2.708
右倾	3.091	2.909
元帅	1.417	4.583
园艺	2.542	3.458
绽放	3.000	3.000
招供	2.750	3.250
照旧	2.818	3.182
支票	1.333	4.667
枝叶	1.250	4.750
知识	3.208	2.792
执笔	2.125	3.875
植树	1.542	4.458
致敏	3.389	2.611
中层	3.217	2.783
主张	3.208	2.792
纵火	2.083	3.917
作业	1.750	4.250
癌症	2.346	3.654
案头	2.522	3.478
报酬	2.038	3.962
伯父	1.231	4.769
博彩	2.385	3.615
步骤	2.885	3.115
采掘	2.346	3.654
测定	2.692	3.308
差劲	2.769	3.231
车手	2.038	3.962
称呼	2.200	3.800
痴情	3.000	3.000
充饥	2.308	3.692
充塞	3.083	2.917
出路	2.962	3.038
次日	1.731	4.269
磋商	3.038	2.962
挫败	2.692	3.308
得奖	1.769	4.231
动力	3.038	2.962
读者	1.615	4.385
对流	3.750	2.250
发掘	2.615	3.385
法术	3.800	2.200
繁忙	2.731	3.269
防水	2.000	4.000
废话	2.375	3.625
辅助	3.077	2.923
高台	2.417	3.583
故乡	2.038	3.962
光头	1.269	4.731
海盗	1.462	4.538
海关	1.731	4.269
好友	1.731	4.269
患病	2.269	3.731
会议	1.885	4.115
慧眼	3.692	2.308
伙食	2.115	3.885
肌肉	1.400	4.600
基础	3.240	2.760
汲取	3.462	2.538
佳肴	2.192	3.808
艰难	3.077	2.923
监测	2.538	3.462
交涉	3.077	2.923
郊区	1.885	4.115
结晶	2.115	3.885
结束	2.308	3.692
金库	1.769	4.231
尽责	3.000	3.000
精灵	3.154	2.846
拘捕	2.154	3.846
句法	3.348	2.652
聚赌	2.000	4.000
决策	2.692	3.308
咖啡	1.192	4.808
开采	2.115	3.885
可恶	3.077	2.923
空闲	2.885	3.115
口腔	1.346	4.654
酷似	3.640	2.360
拉链	1.269	4.731
腊月	1.692	4.308
劳累	2.538	3.462
了结	2.923	3.077
立正	1.500	4.500
流星	1.615	4.385
履历	2.538	3.462
密码	1.885	4.115
棉被	1.154	4.846
面值	2.500	3.500
难道	4.043	1.957
牛油	1.360	4.640
牌照	1.500	4.500
配搭	3.077	2.923
匹配	3.192	2.808
栖息	3.000	3.000
切入	3.462	2.538
清净	2.962	3.038
取代	2.769	3.231
燃料	1.654	4.346
肉眼	2.120	3.880
乳牛	1.577	4.423
珊瑚	1.538	4.462
上升	2.962	3.038
身价	3.154	2.846
事情	3.038	2.962
适合	3.250	2.750
双打	2.520	3.480
丝毫	3.833	2.167
坦克	1.231	4.769
梯田	1.423	4.577
体裁	3.273	2.727
体罚	1.962	4.038
湍流	3.192	2.808
拓荒	2.920	3.080
巍峨	3.654	2.346
瘟疫	2.423	3.577
下次	2.880	3.120
相等	2.846	3.154
邂逅	3.269	2.731
心头	3.385	2.615
性急	3.346	2.654
巡逻	2.000	4.000
雅致	3.346	2.654
严惩	2.800	3.200
言行	2.654	3.346
砚台	1.231	4.769
洋服	2.077	3.923
要点	3.080	2.920
饮食	2.077	3.923
英姿	3.192	2.808
佣工	2.115	3.885
右边	1.654	4.346
原稿	1.731	4.269
约见	2.692	3.308
仔细	2.960	3.040
再会	3.000	3.000
缜密	3.462	2.538
镇痛	2.962	3.038
仲夏	2.560	3.440
主厨	1.346	4.654
组织	2.808	3.192
熬夜	2.000	4.000
霸权	2.962	3.038
保证	3.400	2.600
奔跑	1.615	4.385
变革	3.192	2.808
猜想	3.346	2.654
参谋	3.231	2.769
操心	3.192	2.808
策略	3.385	2.615
城池	2.346	3.654
池水	1.692	4.308
出线	3.040	2.960
春药	1.808	4.192
代号	2.615	3.385
单位	2.115	3.885
第一	1.846	4.154
碟子	1.346	4.654
恩人	1.885	4.115
发财	2.440	3.560
翻新	2.769	3.231
泛指	4.208	1.792
风扇	1.192	4.808
夫人	1.346	4.654
干扰	3.269	2.731
工资	1.692	4.308
官差	2.269	3.731
光荣	3.308	2.692
滚轮	1.846	4.154
汉朝	1.769	4.231
喝彩	2.654	3.346
花市	1.808	4.192
花园	1.462	4.538
豁免	3.240	2.760
嫉妒	3.154	2.846
夹心	2.840	3.160
甲组	2.870	3.130
架设	3.240	2.760
间接	3.423	2.577
减轻	3.000	3.000
奖励	2.654	3.346
剿灭	2.400	3.600
结伴	2.231	3.769
经历	3.200	2.800
矩阵	2.577	3.423
锯齿	1.808	4.192
科目	2.346	3.654
恪守	3.654	2.346
宽阔	3.000	3.000
困难	3.269	2.731
邋遢	2.654	3.346
厉害	3.385	2.615
立足	3.346	2.654
两地	2.708	3.292
亮丽	3.500	2.500
猎奇	3.560	2.440
裂开	2.346	3.654
领受	3.240	2.760
孪生	2.038	3.962
乱世	3.280	2.720
麻绳	1.462	4.538
庙宇	2.154	3.846
谬误	3.320	2.680
南极	1.692	4.308
内定	3.042	2.958
农药	1.654	4.346
脓疮	2.038	3.962
牵强	3.538	2.462
取悦	3.346	2.654
染缸	2.240	3.760
锐利	2.962	3.038
山洪	1.692	4.308
扇动	3.115	2.885
上宾	2.458	3.542
上任	2.654	3.346
社会	3.231	2.769
申报	2.800	3.200
收兵	2.522	3.478
收成	2.308	3.692
首领	1.769	4.231
首演	2.346	3.654
输送	2.731	3.269
厮杀	2.680	3.320
台风	1.538	4.462
探讨	3.077	2.923
停职	2.160	3.840
同窗	2.192	3.808
团结	3.077	2.923
退缩	3.077	2.923
玩耍	2.538	3.462
围观	2.423	3.577
吻合	3.192	2.808
午饭	1.500	4.500
稀有	3.269	2.731
习俗	2.885	3.115
下流	3.160	2.840
宪法	2.000	4.000
信封	1.346	4.654
厌食	2.520	3.480
艳照	2.077	3.923
移动	2.640	3.360
以来	4.125	1.875
椅背	1.885	4.115
艺妓	1.846	4.154
引渡	3.000	3.000
盈余	3.040	2.960
涌动	3.462	2.538
有利	3.038	2.962
羽翼	2.577	3.423
玉器	1.538	4.462
预见	3.577	2.423
战争	2.192	3.808
站立	1.680	4.320
长期	3.231	2.769
珍视	3.417	2.583
致函	2.792	3.208
终生	2.808	3.192
转折	3.385	2.615
装修	1.808	4.192
捉弄	2.923	3.077
姿势	2.615	3.385
综合	3.800	2.200
走狗	2.320	3.680
最好	3.385	2.615
爱护	2.897	3.103
安装	1.828	4.172
盎然	4.037	1.963
拔河	1.310	4.690
板凳	1.138	4.862
保佑	3.690	2.310
暴君	2.448	3.552
悖论	3.481	2.519
比赛	2.250	3.750
笔迹	2.000	4.000
秉公	3.414	2.586
饼干	1.414	4.586
刹车	1.862	4.138
常规	3.536	2.464
绰号	2.750	3.250
超人	2.893	3.107
乘数	2.760	3.240
惩罚	2.897	3.103
楚歌	3.519	2.481
处长	2.069	3.931
村民	1.448	4.552
打牌	1.724	4.276
袋鼠	1.172	4.828
倒霉	3.357	2.643
电波	3.000	3.000
定神	3.846	2.154
对内	3.393	2.607
放射	3.483	2.517
飞天	3.577	2.423
肺癌	1.552	4.448
丰富	4.000	2.000
风力	2.448	3.552
封建	3.714	2.286
否决	2.500	3.500
服从	2.793	3.207
干冰	1.448	4.552
骨折	1.621	4.379
馆长	1.786	4.214
广泛	3.964	2.036
行贿	2.296	3.704
航路	2.000	4.000
豪迈	3.519	2.481
狠毒	3.310	2.690
后脑	1.586	4.414
华贵	3.571	2.429
机遇	3.462	2.538
假期	2.000	4.000
巨额	3.000	3.000
空缺	3.107	2.893
利润	2.448	3.552
两手	2.276	3.724
嘹亮	2.931	3.069
玲珑	3.857	2.143
轮廓	2.517	3.483
脉搏	1.966	4.034
媚俗	3.462	2.538
门面	2.414	3.586
蜜糖	1.931	4.069
敏锐	3.310	2.690
明快	3.536	2.464
目前	3.037	2.963
那么	4.167	1.833
纳米	2.241	3.759
品味	3.679	2.321
平安	2.931	3.069
奇幻	4.241	1.759
千古	3.885	2.115
迁出	2.621	3.379
强壮	2.448	3.552
敲击	1.931	4.069
清朝	1.690	4.310
球衣	1.310	4.690
热潮	3.821	2.179
热浪	3.172	2.828
软弱	3.345	2.655
杀戮	2.464	3.536
删除	2.414	3.586
伤寒	2.655	3.345
逝世	1.759	4.241
释怀	3.621	2.379
耸立	3.321	2.679
诉讼	2.036	3.964
剔除	2.724	3.276
蹄子	1.643	4.357
天堂	3.821	2.179
调动	2.897	3.103
同等	3.241	2.759
痛心	3.250	2.750
荼毒	3.741	2.259
外患	3.276	2.724
惋惜	3.621	2.379
王后	1.793	4.207
斡旋	3.800	2.200
下令	2.607	3.393
嫌隙	3.414	2.586
相机	1.276	4.724
新闻	2.000	4.000
醒悟	3.276	2.724
休闲	3.069	2.931
修炼	4.036	1.964
血汗	3.250	2.750
严肃	3.345	2.655
页码	1.821	4.179
异味	2.310	3.690
毅力	3.414	2.586
油压	2.464	3.536
愚蠢	3.448	2.552
造诣	3.621	2.379
斟酌	3.889	2.111
争端	3.310	2.690
蒸汽	2.138	3.862
正中	2.889	3.111
之间	3.346	2.654
直角	1.966	4.034
直接	3.069	2.931
至友	2.552	3.448
治本	3.621	2.379
重任	3.207	2.793
追踪	2.793	3.207
自满	3.607	2.393
自我	3.464	2.536
族群	2.500	3.500
组合	2.714	3.286
座谈	2.143	3.857
比分	2.621	3.379
笔记	1.897	4.103
笔试	1.828	4.172
便利	3.250	2.750
补品	2.586	3.414
常人	2.897	3.103
场面	3.000	3.000
车窗	1.379	4.621
诚实	3.345	2.655
出卖	3.517	2.483
出奇	4.000	2.000
炊具	1.621	4.379
次序	2.793	3.207
道理	3.786	2.214
颠覆	3.889	2.111
反对	3.034	2.966
反方	2.586	3.414
分化	3.429	2.571
坟地	1.655	4.345
丰收	2.793	3.207
俸禄	2.414	3.586
福利	3.103	2.897
附录	2.276	3.724
港币	1.379	4.621
格言	2.786	3.214
功力	3.538	2.462
固定	2.893	3.107
关怀	3.310	2.690
光明	2.931	3.069
光学	2.607	3.393
国语	1.931	4.069
过世	1.929	4.071
还魂	3.808	2.192
喊叫	2.517	3.483
行事	3.214	2.786
很多	3.615	2.385
胡椒	1.448	4.552
花卉	1.690	4.310
花瓶	1.448	4.552
回升	3.643	2.357
回头	2.483	3.517
会意	3.655	2.345
活埋	2.000	4.000
机缘	3.821	2.179
缉拿	2.448	3.552
绩效	2.828	3.172
尖酸	4.111	1.889
讲解	2.759	3.241
郊游	2.000	4.000
节省	3.148	2.852
近视	2.036	3.964
禁止	2.643	3.357
惊喜	3.138	2.862
惧怕	3.276	2.724
开工	2.414	3.586
矿坑	2.034	3.966
愧疚	4.000	2.000
郎中	2.000	4.000
肋骨	1.724	4.276
泪腺	1.857	4.143
利害	4.036	1.964
廉价	3.586	2.414
敛财	3.036	2.964
凉鞋	1.586	4.414
劣势	3.690	2.310
灵巧	3.828	2.172
留意	3.607	2.393
路边	2.103	3.897
冒充	3.500	2.500
冒烟	2.034	3.966
莫非	4.083	1.917
暮色	2.690	3.310
年轻	3.000	3.000
年长	2.759	3.241
佩戴	2.483	3.517
砒霜	1.690	4.310
片面	3.929	2.071
普及	3.724	2.276
奇景	3.259	2.741
浅见	3.786	2.214
枪械	1.655	4.345
上古	3.741	2.259
设备	2.179	3.821
社交	3.276	2.724
势力	3.828	2.172
水仙	2.103	3.897
缩水	3.207	2.793
提高	3.483	2.517
提示	3.069	2.931
体能	2.655	3.345
同龄	2.483	3.517
土匪	1.966	4.034
退化	3.679	2.321
外籍	2.286	3.714
玩笑	3.207	2.793
桅杆	2.464	3.536
无益	3.885	2.115
悟性	3.862	2.138
项目	2.724	3.276
雄风	3.929	2.071
修身	3.379	2.621
宿愿	3.889	2.111
烟草	1.793	4.207
杨柳	1.517	4.483
仪表	2.586	3.414
银行	1.448	4.552
远见	3.793	2.207
杂费	2.929	3.071
憎恨	3.643	2.357
赠送	2.655	3.345
粘土	1.931	4.069
长途	3.143	2.857
真心	3.586	2.414
正义	3.345	2.655
正值	3.000	3.000
值班	2.310	3.690
指望	3.821	2.179
中药	1.759	4.241
住宿	2.138	3.862
注意	3.517	2.483
追逐	3.071	2.929
子爵	2.769	3.231
作文	2.000	4.000
板斧	1.625	4.375
保安	1.625	4.375
变量	3.708	2.292
秉性	3.682	2.318
部下	2.130	3.870
财政	2.417	3.583
藏书	2.261	3.739
察觉	3.250	2.750
岔开	2.783	3.217
拆除	1.875	4.125
徜徉	3.857	2.143
撤销	2.375	3.625
晨曦	2.500	3.500
尺寸	2.250	3.750
抽烟	1.375	4.625
臭味	2.333	3.667
处刑	2.522	3.478
春雨	2.083	3.917
打更	2.208	3.792
怠慢	3.435	2.565
单独	2.304	3.696
单调	3.304	2.696
得罪	2.792	3.208
地痞	1.875	4.125
弟子	1.792	4.208
递增	2.667	3.333
短路	3.000	3.000
断定	2.500	3.500
发呆	2.250	3.750
饭桶	2.304	3.696
封号	2.870	3.130
告诉	2.750	3.250
拱门	1.909	4.091
谷底	2.565	3.435
顾忌	3.208	2.792
乖戾	3.875	2.125
观点	3.208	2.792
归西	2.826	3.174
果敢	2.625	3.375
海洋	1.417	4.583
毫发	2.958	3.042
后面	2.167	3.833
黄泉	3.542	2.458
机会	3.000	3.000
吉日	2.958	3.042
见习	2.958	3.042
交易	2.250	3.750
狡辩	2.750	3.250
劫持	2.083	3.917
劫狱	1.958	4.042
惊险	2.958	3.042
绝版	2.125	3.875
卡车	1.208	4.792
恳求	3.043	2.957
空虚	3.667	2.333
捆绑	2.042	3.958
朗诵	2.042	3.958
理由	2.917	3.083
立方	2.783	3.217
利益	3.333	2.667
列车	1.333	4.667
瞒骗	3.125	2.875
冒牌	2.864	3.136
玫瑰	1.250	4.750
门楣	2.864	3.136
面具	2.087	3.913
抹布	1.500	4.500
囊括	3.435	2.565
闹剧	2.958	3.042
溺水	2.000	4.000
努力	2.833	3.167
螃蟹	1.083	4.917
泡饭	1.458	4.542
启动	2.833	3.167
起居	2.500	3.500
汽车	1.292	4.708
强硬	3.000	3.000
瞧见	2.792	3.208
清单	2.500	3.500
清晰	2.917	3.083
闰年	2.042	3.958
